pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_trandep,pl_trandur,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum_x,st_logg,st_age,st_dens,decstr,dec,sy_dist,pl_type,IST,SPH,HZD,HZC,HZA,pClass,hClass,PHI,is_pot_livable,st_class,st_chz_inn_edge (AU),st_chz_out_edge (AU),st_lum_y,st_chz_width,st_chz_inn_edge (ls),st_chz_out_edge (ls),pl_orb_is_in_CHZ,pl_orb_prc_in_cCHZ,pl_orb_prc_in_cCHZ,OHZIN,CHZIN,CHZOUT,OHZOUT
HD 136352 d,HD 136352,1,3,0,Radial Velocity,107.4911,0.4221,2.562,0.229,9.299999999999999,0.029263333333333332,2.87811,0.05499999999999999,5.77,432.0,89.73,2459009.7759,0.0492,8.87,0.02219,G4 V,5757.0,1.0350000000000001,0.8633333333333333,-0.27666666666666667,"['[Fe/H]', '[M/H]']",0.015333333333333332,4.385,10.25,1.1343999999999999,-48d19m07.74s,-48.3188174,14.682,neptune-like,,,,,,,,,,G4,,,,,,,False,0.0,0.0,0.77,0.975,1.725,1.819
HD 136418 b,HD 136418,1,1,0,Radial Velocity,464.29999499999997,1.3050000000000002,,,657.8946000000001,2.0700000000000003,,0.2525,,,,,,,,,5030.0,3.59,1.405,-0.09,[Fe/H],0.833,3.5250000000000004,4.0,,+41d43m56.72s,41.732423,105.168,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,2.209,2.798,5.066,5.344
HD 136925 b,HD 136925,1,1,0,Radial Velocity,4540.0,5.13,,,266.97586,0.84,,0.103,,,,2449690.0,,,,,5773.19,1.19,0.88,-0.217,[Fe/H],,4.23,,,+13d21m58.72s,13.3663117,47.874,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,0.892,1.13,1.993,2.102
HD 137388 b,HD 137388,1,1,0,Radial Velocity,330.0,0.89,,,67.21955,0.21150000000000002,,0.36,,,,,,,,,5210.5,0.85,0.77,0.185,[Fe/H],-0.337,4.404999999999999,6.45,,-80d12m15.90s,-80.2044169,40.4841,gas giant,,,,,,,,,,,,,,,,,False,79.9,100.0,0.549,0.696,1.251,1.319
HD 137496 b,HD 137496,1,2,0,Transit,1.62116,0.02732,1.31,0.117,4.04,0.01271,10.49,0.0,,2130.0,85.8,2458039.1317,0.00575,3.28,0.0076,G,5799.0,1.59,1.04,-0.03,[Fe/H],,4.05,8.3,0.259,-16d30m32.41s,-16.5090014,155.317,super earth,,,,,,,,,,G,,,,,,,False,0.0,0.0,1.201,1.521,2.681,2.828
HD 137496 c,HD 137496,1,2,0,Radial Velocity,479.9,1.2163,,,2434.5656,7.66,,0.477,,370.0,,2458629.21,,,,G,5799.0,1.59,1.04,-0.03,[Fe/H],,4.05,8.3,0.259,-16d30m32.41s,-16.5090014,155.317,gas giant,,,,,,,,,,G,,,,,,,False,45.3,66.1,1.201,1.521,2.681,2.828
HD 13808 b,HD 13808,1,2,0,Radial Velocity,14.1815,0.10519,,,11.2,0.03524,,0.071,,,,,,,,K2 V,5035.0,0.78,0.77,-0.21,[Fe/H],,,7.2,,-53d44m37.53s,-53.7437591,28.2305,neptune-like,,,,,,,,,,K2,0.43,0.69,0.21,0.26,214.95,343.01,False,0.0,0.0,0.463,0.587,1.061,1.119
HD 13808 c,HD 13808,1,2,0,Radial Velocity,53.753,0.2554,,,9.96,0.03134,,0.156,,,,,,,,K2 V,5035.0,0.78,0.77,-0.21,[Fe/H],,,7.2,,-53d44m37.53s,-53.7437591,28.2305,neptune-like,,,,,,,,,,K2,0.43,0.69,0.21,0.26,214.95,343.01,False,0.0,0.0,0.463,0.587,1.061,1.119
HD 13908 b,HD 13908,1,2,0,Radial Velocity,19.382,0.154,,,274.91,0.865,,0.02,,,,,,,,F8 V,6255.0,1.67,1.29,0.01,[Fe/H],0.602,4.11,2.9,,+65d35m39.08s,65.5941901,79.5515,gas giant,,,,,,,,,,F8,1.31,2.08,1.93,0.78,651.65,1039.86,False,0.0,0.0,1.458,1.847,3.222,3.398
HD 13908 c,HD 13908,1,2,0,Radial Velocity,931.0,2.03,,,1630.4,5.13,,0.12,,,,,,,,F8 V,6255.0,1.67,1.29,0.01,[Fe/H],0.602,4.11,2.9,,+65d35m39.08s,65.5941901,79.5515,gas giant,,,,,,,,,,F8,1.31,2.08,1.93,0.78,651.65,1039.86,True,79.7,100.0,1.458,1.847,3.222,3.398
HD 13931 b,HD 13931,1,1,0,Radial Velocity,4375.666666666667,5.2365,,,628.4574225,1.9777500000000001,,0.026500000000000003,,,,2456650.0,,,,,5833.816666666667,1.26,1.1600000000000001,0.04033333333333333,[Fe/H],0.196,4.29,8.4,,+43d46m19.94s,43.7722065,47.3963,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,0.962,1.219,2.145,2.262
HD 139357 b,HD 139357,1,1,0,Radial Velocity,1125.7,2.36,,,3101.89,9.76,,0.1,,,,,,,,,4700.0,11.47,1.35,-0.13,[Fe/H],,2.9,3.07,,+53d55m19.74s,53.9221505,112.09,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,6.026,7.632,13.987,14.753
HD 1397 b,HD 1397,1,1,0,Transit,11.535668666666666,0.10500000000000001,11.727666666666666,1.0245,124.27153,0.391,0.477,0.23349999999999999,356.0,1373.5,88.845,2458332.082358,0.2213455,8.578779,0.045015,,5491.433333333333,2.415,1.29,0.16499999999999998,[Fe/H],0.6475,3.793333333333333,4.484999999999999,0.14200000000000002,-66d21m32.14s,-66.3589285,79.5702,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,1.629,2.063,3.666,3.866
HD 14067 b,HD 14067,1,1,0,Radial Velocity,2152.5,4.35,,,2669.65,8.4,,0.615,,,,,,,,G9 III,4830.5,11.585,2.4,-0.1,[Fe/H],1.898,2.61,0.69,,+23d46m03.56s,23.7676546,142.024,gas giant,,,,,,,,,,G9,,,,,,,False,0.0,0.0,7.024,8.897,16.223,17.111
HD 141004 b,HD 141004,1,1,0,Radial Velocity,15.5083,0.1238,,,13.63484,0.0429,,0.16,,,,2456704.33,,,,,5885.38,1.39,1.05,0.025,[Fe/H],,4.17,,,+07d21m09.97s,7.3527684,11.8148,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,1.076,1.362,2.396,2.527
HD 141399 b,HD 141399,1,4,0,Radial Velocity,94.38833333333332,0.4183666666666666,,,144.40052333333335,0.4543333333333333,,0.0465,,,,2455205.19,,,,K0,5518.253333333334,1.4249999999999998,1.0999999999999999,0.2986666666666667,[Fe/H],0.201,4.235,,,+46d59m10.64s,46.986288,37.0169,gas giant,,,,,,,,,,K0,0.55,0.87,0.34,0.33,273.51,436.45,False,0.0,0.0,0.884,1.119,1.984,2.092
HD 141399 c,HD 141399,1,4,0,Radial Velocity,201.94866666666667,0.6947666666666666,,,425.78555,1.3396666666666668,,0.04816666666666667,,,,2455626.02,,,,K0 V,5518.253333333334,1.4249999999999998,1.0999999999999999,0.2986666666666667,[Fe/H],0.201,4.235,,,+46d59m10.64s,46.986288,37.0169,gas giant,,,,,,,,,,K0,0.55,0.87,0.34,0.33,273.51,436.45,False,0.0,0.0,0.884,1.119,1.984,2.092
HD 141399 d,HD 141399,1,4,0,Radial Velocity,1071.6499999999999,2.112933333333333,,,388.06976000000003,1.2209999999999999,,0.05933333333333333,,,,2454755.6,,,,K0 V,5518.253333333334,1.4249999999999998,1.0999999999999999,0.2986666666666667,[Fe/H],0.201,4.235,,,+46d59m10.64s,46.986288,37.0169,gas giant,,,,,,,,,,K0,0.55,0.87,0.34,0.33,273.51,436.45,False,24.1,48.1,0.884,1.119,1.984,2.092
HD 141399 e,HD 141399,1,4,0,Radial Velocity,4017.7833333333333,4.798933333333333,,,211.25066333333334,0.6646666666666666,,0.10233333333333333,,,,2455729.0,,,,K0,5518.253333333334,1.4249999999999998,1.0999999999999999,0.29866666666666664,[Fe/H],0.201,4.235,,,+46d59m10.64s,46.986288,37.0169,gas giant,,,,,,,,,,K0,0.55,0.87,0.34,0.33,273.51,436.45,False,0.0,0.0,0.884,1.119,1.984,2.092
HD 141937 b,HD 141937,1,1,0,Radial Velocity,653.219985,1.5025666666666666,,,3040.1842333333334,9.568666666666665,,0.41,,,,,,,,G2/G3 V,5891.333333333333,1.01,1.0733333333333333,0.11499999999999999,[Fe/H],0.045,4.535,1.96,,-18d26m09.50s,-18.4359716,33.3622,gas giant,,,,,,,,,,G2,0.93,1.48,0.97,0.55,461.97,737.19,True,40.2,59.7,0.794,1.005,1.769,1.865
HD 142 b,HD 142,2,2,0,Radial Velocity,346.3333333333333,1.0216666666666667,,,380.32,1.1966666666666665,,0.26666666666666666,,,,,,,,G1 IV,6173.0,1.47,1.2066666666666666,0.07666666666666667,[Fe/H],,4.4,,,-49d04m31.30s,-49.0753625,26.1853,,,,,,,,,,,G1,,,,,,,False,0.0,0.0,1.253,1.587,2.77,2.921
HD 142 c,HD 142,2,2,0,Radial Velocity,6005.0,6.8,,,1684.4,5.3,,0.21,,,,,,,,,6245.0,1.47,1.23,0.09,[Fe/H],,4.62,,,-49d04m31.30s,-49.0753625,26.1853,,,,,,,,,,,,,,,,,,False,0.0,0.0,1.253,1.587,2.77,2.921
HD 142022 A b,HD 142022 A,2,1,0,Radial Velocity,1928.0,2.98,,,1505.5826,4.77,,0.53,,,,,,,,K0,5460.0,1.04,0.9450000000000001,0.19,[Fe/H],0.004,4.355,,,-84d13m54.30s,-84.2317494,34.2802,gas giant,,,,,,,,,,K0,0.55,0.87,0.34,0.33,273.51,436.45,False,8.3,10.1,0.702,0.889,1.584,1.671
HD 142245 b,HD 142245,3,1,0,Radial Velocity,1299.0,2.775,,,789.8190500000001,2.485,,0.045,,,,,,,,,4900.0,4.915,2.5949999999999998,0.2,[Fe/H],1.13,3.4749999999999996,2.3,,+15d25m50.20s,15.4306118,97.2305,gas giant,,,,,,,,,,,,,,,,,False,0.0,100.0,2.642,3.347,6.076,6.408
HD 142415 b,HD 142415,1,1,0,Radial Velocity,386.29999499999997,1.0550000000000002,,,522.88805,1.645,,0.5,,,,,,,,,5992.5,1.04,1.05,0.16999999999999998,[Fe/H],0.06,4.485,1.1,,-60d12m02.50s,-60.2006948,35.5318,gas giant,,,,,,,,,,,,,,,,,False,67.5,79.3,0.817,1.035,1.818,1.917
HD 143105 b,HD 143105,1,1,0,Radial Velocity,2.1974,0.0379,,,384.5743,1.21,,0.07,,,,,,,,F5,6380.0,,1.51,0.15,[Fe/H],,4.37,,,+68d43m11.92s,68.7199779,46.7789,gas giant,,,,,,,,,,F5,1.63,2.6,3.0,0.97,812.44,1296.45,False,0.0,0.0,1.172,1.484,2.584,2.726
HD 143361 b,HD 143361,1,1,0,Radial Velocity,1057.0875,1.9893333333333334,,,1043.4254899999999,3.2830000000000004,,0.18000000000000002,,,,,,,,G6 V,5506.0,0.9550000000000001,0.96,0.1775,[Fe/H],-0.092,4.445,3.971,,-44d26m06.21s,-44.4350575,68.5146,gas giant,,,,,,,,,,G6,0.75,1.2,0.64,0.45,375.25,598.81,False,0.0,0.0,0.637,0.807,1.435,1.514
HD 145377 b,HD 145377,1,1,0,Radial Velocity,103.95,0.45,,,1871.9803000000002,5.89,,0.3085,,,,,,,,,6030.0,1.095,1.1600000000000001,0.11499999999999999,[Fe/H],0.193,4.48,1.3,,-27d04m41.23s,-27.0781199,53.4884,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,0.842,1.066,1.869,1.972
HD 145457 b,HD 145457,1,1,0,Radial Velocity,176.3,0.685,,,743.7096333333334,2.34,,0.111,,,,,,,,,4763.0,10.21,1.3766666666666667,-0.195,[Fe/H],1.655,2.625,,,+26d44m34.46s,26.7429068,135.292,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,5.674,7.187,13.131,13.85
HD 145675 c,14 Her,1,2,0,Radial Velocity,25000.0,16.4,,,1843.40476,5.8,,0.45,,,,2454680.0,,,,,5314.94,1.0,0.97,0.405,[Fe/H],,4.43,,,+43d48m58.90s,43.8163621,17.9323,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,0.652,0.826,1.478,1.559
HD 145934 b,HD 145934,1,1,0,Radial Velocity,2760.0,4.665,,,686.4949750000001,2.16,,0.055,,,,2455976.0,,,,K0,4823.75,6.154999999999999,1.78,0.095,[Fe/H],,3.12,,,+13d14m22.03s,13.2394527,227.881,gas giant,,,,,,,,,,K0,0.55,0.87,0.34,0.33,273.51,436.45,False,,,,,,
HD 1461 b,HD 1461,1,2,0,Radial Velocity,5.7720775,0.06347933333333333,,,7.1877075,0.0226375,,0.1335,,,,2455839.37,,,,G0 V,5733.076666666667,1.13,1.025,0.17733333333333334,"['[Fe/H]', '[M/H]']",0.08499999999999999,4.3533333333333335,,1.0092,-08d03m13.03s,-8.0536206,23.4534,neptune-like,,,,,,,,,,G0,1.1,1.75,1.36,0.65,547.02,872.9,False,0.0,0.0,0.807,1.022,1.803,1.902
HD 1461 c,HD 1461,1,2,0,Radial Velocity,13.5046,0.1119,,,6.322895,0.019895000000000003,,0.2075,,,,2455200.11,,,,G0 V,5730.115,1.15,1.025,0.186,[Fe/H],,4.355,,,-08d03m13.03s,-8.0536206,23.4534,neptune-like,,,,,,,,,,G0,1.1,1.75,1.36,0.65,547.02,872.9,False,0.0,0.0,0.807,1.022,1.803,1.902
HD 147018 b,HD 147018,1,2,0,Radial Velocity,44.236,0.2388,,,674.0,2.12,,0.4686,,,,,,,,G9 V,5441.0,,0.93,0.1,[Fe/H],,4.42,6.36,,-61d41m24.46s,-61.6901291,40.4256,gas giant,,,,,,,,,,G9,,,,,,,False,0.0,0.0,0.668,0.846,1.507,1.59
HD 147018 c,HD 147018,1,2,0,Radial Velocity,1008.0,1.922,,,2080.0,6.56,,0.133,,,,,,,,G9 V,5441.0,,0.93,0.1,[Fe/H],,4.42,6.36,,-61d41m24.46s,-61.6901291,40.4256,gas giant,,,,,,,,,,G9,,,,,,,False,0.0,0.0,0.668,0.846,1.507,1.59
HD 147379 b,HD 147379,2,1,0,Radial Velocity,86.63733333333333,0.3246,,,28.026453333333336,0.08818,,0.06,,,,2458589.9,,,,M0.0 V,4124.02,0.6,0.61,0.15466666666666665,[Fe/H],-1.034,4.65,,,+67d14m21.13s,67.2392041,10.7643,neptune-like,,,,,,,,,,M0,0.25,0.4,0.072,0.15,125.86,200.85,False,34.7,100.0,0.264,0.335,0.629,0.664
HD 147513 b,HD 147513,2,1,0,Radial Velocity,528.4,1.32,,,385.0,1.21,,0.26,,,,,,,,,5883.0,,1.11,0.06,[Fe/H],-0.01,4.51,0.3,,-39d11m34.68s,-39.1929661,12.9032,gas giant,,,,,,,,,,,,,,,,,False,85.9,100.0,0.737,0.934,1.642,1.732
HD 14787 b,HD 14787,1,1,0,Radial Velocity,676.6,1.7,,,356.28743,1.121,,0.155,,,,,,,,,4946.0,5.01,1.43,,,,3.23,,,+10d50m12.47s,10.8367972,119.137,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,2.884,3.653,6.625,6.987
HD 147873 b,HD 147873,2,2,0,Radial Velocity,116.596,0.522,,,1633.6462,5.14,,0.207,,,,,,,,G1 V,5972.0,2.29,1.38,0.03,[Fe/H],0.777,3.86,4.0,,-33d34m02.00s,-33.5672217,109.055,gas giant,,,,,,,,,,G1,,,,,,,False,0.0,0.0,1.814,2.298,4.033,4.254
HD 147873 c,HD 147873,2,2,0,Radial Velocity,491.54,1.36,,,731.009,2.3,,0.23,,,,,,,,G1 V,5972.0,2.29,1.38,0.03,[Fe/H],0.777,3.86,4.0,,-33d34m02.00s,-33.5672217,109.055,gas giant,,,,,,,,,,G1,,,,,,,False,0.0,0.0,1.814,2.298,4.033,4.254
HD 148156 b,HD 148156,1,1,0,Radial Velocity,1027.0,2.45,,,270.144,0.85,,0.52,,,,,,,,,6308.0,1.21,1.22,0.29,[Fe/H],0.25,4.56,,,-46d19m03.03s,-46.3175085,57.1289,gas giant,,,,,,,,,,,,,,,,,False,21.6,28.7,0.969,1.227,2.139,2.256
HD 148164 b,HD 148164,1,2,0,Radial Velocity,328.55,0.993,,,390.9309,1.23,,0.587,,,,,,,,F8,6032.0,1.34,1.21,0.24,[Fe/H],0.33,,2.41,,+11d55m08.66s,11.9190729,77.1971,gas giant,,,,,,,,,,F8,1.31,2.08,1.93,0.78,651.65,1039.86,False,42.1,63.7,1.081,1.369,2.399,2.53
HD 148164 c,HD 148164,1,2,0,Radial Velocity,5062.0,6.15,,,1640.0028,5.16,,0.125,,,,,,,,F8,6032.0,1.34,1.21,0.24,[Fe/H],0.33,,2.41,,+11d55m08.66s,11.9190729,77.1971,gas giant,,,,,,,,,,F8,1.31,2.08,1.93,0.78,651.65,1039.86,False,0.0,0.0,1.081,1.369,2.399,2.53
HD 148427 b,HD 148427,1,1,0,Radial Velocity,331.5,0.9850000000000001,,,361.5895,1.13,,0.16,,,,,,,,,5038.5,3.54,1.545,0.11699999999999999,[Fe/H],0.78,3.535,2.5,,-13d23m58.64s,-13.3996231,71.3499,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,2.285,2.894,5.232,5.519
HD 149026 b,HD 149026,1,1,0,Radial Velocity,2.8760235733333332,0.04297,8.132166666666668,0.7254999999999999,111.08895125000001,0.349375,1.319525,0.0167,,1630.0,86.47,2454492.0176725,0.29,3.2350000000000003,0.051320000000000005,G0,6142.5,1.4414285714285715,1.3240000000000003,0.30666666666666664,"['[M/H]', '[Fe/H]']",0.434,4.284000000000001,1.984,0.71825,+38d20m51.13s,38.3475349,75.8643,,,,,,,,,,,G0,1.1,1.75,1.36,0.65,547.02,872.9,False,0.0,0.0,1.181,1.496,2.614,2.758
HD 149143 b,HD 149143,1,1,0,Radial Velocity,4.077273333333333,0.051666666666666666,,,453.69885,1.46,,0.033175,,,,,,,,G0,5870.75,1.5200000000000002,1.31,0.2775,[Fe/H],0.364,4.14,5.293333333333333,,+02d05m04.04s,2.0844547,73.2801,gas giant,,,,,,,,,,G0,1.1,1.75,1.36,0.65,547.02,872.9,False,0.0,0.0,1.118,1.416,2.491,2.628
HD 1502 b,HD 1502,1,1,0,Radial Velocity,430.15,1.286,,,929.61625,2.925,,0.066,,,,,,,,,4998.0,4.585,1.5350000000000001,0.09,[Fe/H],1.064,3.29,2.4,,+14d03m16.86s,14.054683,190.953,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,2.689,3.406,6.177,6.515
HD 150706 b,HD 150706,1,1,0,Radial Velocity,5894.0,6.7,,,861.28,2.71,,0.38,,,,,,,,G0 V,5961.0,0.96,1.17,-0.01,[Fe/H],,4.5,3.0,,+79d47m21.85s,79.7894032,28.2697,gas giant,,,,,,,,,,G0,1.1,1.75,1.36,0.65,547.02,872.9,False,0.0,0.0,0.759,0.961,1.687,1.779
HD 152079 b,HD 152079,1,1,0,Radial Velocity,2638.306666666667,3.789,,,830.6883433333334,2.6136666666666666,,0.5506666666666667,,,,,,,,G6 V,5816.5,1.14,1.09,0.22499999999999998,[Fe/H],0.107,4.365,2.311,,-46d20m00.09s,-46.3333582,87.8888,gas giant,,,,,,,,,,G6,0.75,1.2,0.64,0.45,375.25,598.81,False,0.0,4.7,0.88,1.114,1.959,2.066
HD 152581 b,HD 152581,1,1,0,Radial Velocity,687.75,1.5433333333333332,,,598.45889,1.883,,0.038,,,,,,,,,5092.333333333333,4.97,1.3166666666666667,-0.38,[Fe/H],1.173,3.3333333333333335,12.0,,+11d58m25.26s,11.9736828,165.76,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,3.045,3.856,6.971,7.353
HD 152843 b,HD 152843,1,2,0,Transit,11.6264,0.1053,3.5375,0.304,11.56,0.03637,1.58,0.14,313.485,1120.0,88.85,2458998.52663,0.062078,5.9281095,0.02201,G0,6319.5,1.415,1.15,-0.16,[Fe/H],,4.220000000000001,3.97,0.568,+20d29m29.49s,20.491524,107.898,neptune-like,,,,,,,,,,G0,1.1,1.75,1.36,0.65,547.02,872.9,False,0.0,0.0,1.24,1.57,2.737,2.886
HD 152843 c,HD 152843,1,2,0,Transit,24.38,,5.83,0.52,27.5,0.08652,0.82,0.115,,,88.89,2459002.7708,,6.359,0.03764,G0,6310.0,1.43,1.15,-0.16,[Fe/H],,4.19,3.97,0.568,+20d29m29.49s,20.491524,107.898,neptune-like,,,,,,,,,,G0,1.1,1.75,1.36,0.65,547.02,872.9,False,0.0,0.0,1.24,1.57,2.737,2.886
HD 15337 b,HD 15337,1,2,0,Transit,4.756652,0.052324999999999997,1.777,0.149,7.355,0.02314,8.675,0.13,161.67,972.0,88.43,2458411.462358,0.041994500000000004,2.5389363333333335,0.018085,K1 V,5143.733333333334,0.85,0.875,0.09,[Fe/H],-0.326,4.426666666666667,6.3,,-27d38m10.02s,-27.6361171,44.8155,super earth,,,,,,,,,,K1,0.5,0.79,0.28,0.3,248.21,396.07,False,0.0,0.0,0.527,0.667,1.202,1.268
HD 15337 c,HD 15337,1,2,0,Transit,17.179586999999998,0.12514999999999998,2.333,0.219,8.45,0.026590000000000003,3.125,0.12,8.36,590.3333333333334,88.4565,2458649.3518896666,0.0639,2.0980000000000003,0.02657,K1 V,5143.733333333334,0.85,0.875,0.09,[Fe/H],-0.326,4.426666666666667,6.3,,-27d38m10.02s,-27.6361171,44.8155,super earth,,,,,,,,,,K1,0.5,0.79,0.28,0.3,248.21,396.07,False,0.0,0.0,0.527,0.667,1.202,1.268
HD 153950 b,HD 153950,1,1,0,Radial Velocity,499.399995,1.28,,,902.61875,2.84,,0.34,,,,,,,,,6100.0,1.31,1.185,-0.01,[Fe/H],0.346,4.345000000000001,4.3,,-43d18m37.35s,-43.3103753,48.4549,gas giant,,,,,,,,,,,,,,,,,False,56.5,76.5,1.057,1.339,2.342,2.47
HD 154088 b,HD 154088,1,1,0,Radial Velocity,18.56,0.134,,,6.6,0.02077,,0.344,,,,,,,,K0 IV-V,5374.0,,0.91,0.28,[Fe/H],-0.131,4.37,8.0,,-28d35m01.80s,-28.5838342,18.2692,neptune-like,,,,,,,,,,K0,0.55,0.87,0.34,0.33,273.51,436.45,False,0.0,0.0,0.661,0.837,1.494,1.576
HD 154345 b,HD 154345,1,1,0,Radial Velocity,3381.7117679999997,4.243,,,306.50636199999997,0.9643999999999998,,0.09549999999999999,,,,2456384.0,,,,,5471.206666666666,0.86,0.8575,-0.10333333333333333,"['[Fe/H]', '[M/H]']",-0.219,4.493333333333333,,2.0357,+47d05m08.00s,47.0855544,18.284,gas giant,,,,,,,,,,,,,,,,,False,0.0,0.0,0.582,0.737,1.312,1.384
HD 154672 b,HD 154672,1,1,0,Radial Velocity,163.93566666666666,0.595,,,1603.361,5.04,,0.605,,,,,,,,G3 IV,5699.0,1.3733333333333333,1.0966666666666667,0.18,"['[M/H]', '[Fe/H]']",0.269,4.2,8.0,0.5795,-56d26m59.29s,-56.4498041,63.0484,gas giant,,,,,,,,,,G3,,,,,,,False,0.0,0.0,0.981,1.243,2.193,2.313
HD 154857 b,HD 154857,1,2,0,Radial Velocity,408.7333366666667,1.2603333333333333,,,686.8645,2.1633333333333336,,0.46499999999999997,,,,,,,,G5 V,5599.52,2.11,1.5566666666666666,-0.21466666666666667,"['[M/H]', '[Fe/H]']",0.663,3.85,,0.1186,-56d40m51.74s,-56.681038,63.4482,gas giant,,,,,,,,,,G5,0.78,1.25,0.69,0.47,389.63,621.76,True,0.0,42.3,1.634,2.069,3.669,3.87
HD 154857 c,HD 154857,1,2,0,Radial Velocity,3452.0,5.36,,,819.97,2.58,,0.06,,,,,,,,G5 V,5605.0,1.76,1.72,-0.2,[Fe/H],,3.82,,,-56d40m51.74s,-56.681038,63.4482,gas giant,,,,,,,,,,G5,0.78,1.25,0.69,0.47,389.63,621.76,False,0.0,0.0,1.256,1.591,2.82,2.974
HD 155193 b,HD 155193,1,1,0,Radial Velocity,352.65,1.04,,,238.37131,0.75,,0.21,,,0.711,,,,,F8 IV,6239.0,,1.22,0.05,[Fe/H],,4.26,,,+10d02m17.16s,10.0381003,57.7995,gas giant,,,,,,,,,,F8,1.31,2.08,1.93,0.78,651.65,1039.86,False,0.0,38.3,1.153,1.461,2.549,2.688
HD 155233 b,HD 155233,2,1,0,Radial Velocity,851.9,2.035,,,731.009,2.3,,0.035,,,,,,,,K1 III,4902.5,5.03,1.595,0.09,[Fe/H],1.1145,3.19,,,-20d39m18.59s,-20.655164,74.2309,gas giant,,,,,,,,,,K1,0.5,0.79,0.28,0.3,248.21,396.07,False,0.0,0.0,2.879,3.647,6.61,6.972
HD 155358 b,HD 155358,1,2,0,Radial Velocity,194.3,0.635,,,292.32585,0.9199999999999999,,0.17,,,,,,,,G0,5902.5,1.38,1.035,-0.5549999999999999,[Fe/H],,4.1899999999999995,10.7,,+33d21m17.74s,33.3549277,43.6197,gas giant,,,,,,,,,,G0,1.1,1.75,1.36,0.65,547.02,872.9,False,0.0,0.0,1.074,1.36,2.391,2.522
HD 155358 c,HD 155358,1,2,0,Radial Velocity,391.9,1.02,,,261.0,0.82,,0.16,,,,,,,,G0,5900.0,,0.92,-0.51,[Fe/H],,4.16,10.7,,+33d21m17.74s,33.3549277,43.6197,gas giant,,,,,,,,,,G0,1.1,1.75,1.36,0.65,547.02,872.9,False,0.0,53.9,1.026,1.299,2.284,2.409
HD 156279 b,HD 156279,1,2,0,Radial Velocity,132.22655,0.4963666666666667,,,3081.8434233333337,9.696666666666667,,0.6885966666666666,,,,2455464.94,,,,G6,5455.62,0.96,0.9466666666666667,0.166,[Fe/H],,4.455,4.1,,+63d21m10.02s,63.3527828,36.1945,gas giant,,,,,,,,,,G6,0.75,1.2,0.64,0.45,375.25,598.81,False,17.3,55.3,0.647,0.82,1.46,1.54
HD 156279 c,HD 156279,1,2,0,Radial Velocity,4474.5,5.461,,,2868.408225,9.024999999999999,,0.24535,,,,2455834.7,,,,,5458.24,0.97,0.9450000000000001,0.192,[Fe/H],,4.45,,,+63d21m10.02s,63.3527828,36.1945,gas giant,,,,,,,,,,,,,,,,,False,,,,,,
HD 156411 b,HD 156411,1,1,0,Radial Velocity,842.2,1.88,,,235.18,0.74,,0.22,,,,,,,,F8 IV/V,5900.0,2.16,1.25,-0.12,[Fe/H],0.731,4.07,,,-48d33m00.83s,-48.5502313,56.8655,gas giant,,,,,,,,,,F8,1.31,2.08,1.93,0.78,651.65,1039.86,True,27.7,68.5,1.728,2.189,3.849,4.059
HD 156668 b,HD 156668,1,2,0,Radial Velocity,4.643616666666667,0.05012,,,4.585845000000001,0.013953333333333333,,0.15166666666666664,,,,2455201.6,,,,,4867.87,0.75,0.78,0.016000000000000004,"['[Fe/H]', '[M/H]']",-0.15500000000000003,4.573333333333333,8.6,2.5329,+29d13m41.38s,29.228161,24.3323,super earth,,,,,,,,,,,,,,,,,False,0.0,0.0,1.028,1.302,2.37,2.5
HD 156668 c,HD 156668,1,2,0,Radial Velocity,811.3,1.57,,,31.4968,0.0991,,0.089,,,,2455890.0,,,,,4903.69,0.77,0.79,0.049,[Fe/H],,4.55,,,+29d13m41.38s,29.228161,24.3323,neptune-like,,,,,,,,,,,,,,,,,False,0.0,0.0,0.437,0.553,1.004,1.059
